"","var","estimate","statistic","p.value","conf.low","conf.high","method","alternative","p.adj","meandiff","lwr.ci","upr.ci","log2FC","comparison_lfc","Log2fc"
"25","Haloterrigena",1.86872421570237e-05,2039,0.805127995692384,-1.20788467746833e-05,1.86872421570237e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,4.09434672353438e-07,-7.98236801904814e-07,1.61710614661169e-06,-0.187249477096969,"control-case",0.187249477096969
"26","Halovivax",1.00409062336247e-05,1779,0.31430551456667,-1.18286223407063e-05,1.00409062336247e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.803756904489762,-5.70719081060363e-07,-1.55625514119854e-06,4.14816979077811e-07,0.266035235733378,"control-case",0.266035235733378
"27","Natribaculum",-6.41767807490439e-06,1968,0.926766409004558,-6.41767807490439e-06,7.12200809499355e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.4918126830116e-08,-5.24221790413042e-07,5.54058044073274e-07,-0.0152048739348471,"control-case",0.0152048739348471
"28","Natrinema",1.44377219654994e-05,2137,0.471033911462121,-1.63632137293119e-05,1.44377219654994e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.947520431938583,3.4572798029369e-07,-7.98598288842768e-07,1.49005424943015e-06,-0.174414748515127,"control-case",0.174414748515127
"29","Natronococcus",-5.7203277357136e-06,1988,1,-5.7203277357136e-06,5.29936717885748e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,2.23519374475824e-08,-4.08520748386773e-07,4.53224623281938e-07,-0.0327367641852666,"control-case",0.0327367641852666
"30","Natronorubrum",-3.52353602396749e-06,2116,0.534254259889179,-3.52353602396749e-06,8.37567543225083e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.998790800487578,3.50901428242168e-07,-9.90520790782979e-08,8.00854935562634e-07,-0.691285442682913,"control-case",0.691285442682913
"31","Methanobacterium",-3.42410139732232e-05,1831,0.450452524273184,-3.42410139732232e-05,4.24222644065475e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.923328017121914,-2.94341286324001e-08,-1.79227642709061e-06,1.73340816982581e-06,0.0140000757912615,"control-case",0.0140000757912615
"32","Methanobrevibacter",1.30524404246101e-05,1977,0.961416830628783,-6.00139163383167e-05,2.09277712163617e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,0.00248724140385594,-0.00101223099512146,0.00598671380283335,-2.90228457929293,"control-case",2.90228457929293
"33","Methanosphaera",-3.41749321824081e-05,1528.5,0.026552875154909,-6.48870449352135e-07,5.00565099311764e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.26026371885998,-3.2814603480601e-06,-8.16898328587888e-06,1.60606258975869e-06,1.07001003324259,"control-case",1.07001003324259
"34","Methanothermobacter",-4.57914323113281e-06,1890,0.638502940216446,-4.57914323113281e-06,1.33069971773812e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,2.53536225496422e-07,-2.32221192990227e-07,7.3929364398307e-07,-0.475225593358441,"control-case",0.475225593358441
"35","Methanothermus",-8.74084955856543e-06,1785,0.320982392965218,-8.74084955856543e-06,4.45467769879322e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.805749233117429,-2.05154062556675e-07,-6.59814727262978e-07,2.49506602149627e-07,0.713711325076568,"control-case",0.713711325076568
"36","Methanocaldococcus",2.42726056129367e-05,1678,0.134963759403273,-2.5070453049641e-05,2.42726056129367e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.54131792345127,-6.61198140927832e-07,-2.35779996319783e-06,1.03540368134216e-06,0.257774956592834,"control-case",0.257774956592834
"37","Methanococcus",-3.94493385280953e-05,1436,0.00768737726115974,-3.94493385280953e-05,2.62289690579361e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.192893710196954,-2.13942648476225e-06,-4.20413504199926e-06,-7.47179275252378e-08,0.588676446757288,"control-case",0.588676446757288
"38","Methanothermococcus",-1.41362990716044e-05,1750.5,0.252581540706659,-1.41362990716044e-05,1.07094022595808e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.7309337659147,-5.80895574264832e-07,-1.36071494750518e-06,1.98923798975516e-07,0.583997194182193,"control-case",0.583997194182193
"39","Methanocella",1.07660755690315e-05,2058.5,0.733066599845817,-1.11247176199924e-05,1.07660755690315e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,3.3736383219023e-07,-6.68248244717601e-07,1.34297590909806e-06,-0.153806559944125,"control-case",0.153806559944125
"40","Methanocorpusculum",4.40988013063829e-06,1395.5,0.00421739483373105,-1.04664685285146e-05,4.40988013063829e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.15028524282507,-9.01998880519267e-07,-1.50814157426538e-06,-2.95856186773151e-07,0.825692930573716,"control-case",0.825692930573716
"41","Methanoculleus",-1.20638171593424e-05,2126,0.504347580993112,-1.20638171593424e-05,1.35308897085063e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.97359479057169,5.91088778898391e-07,-2.80589023223277e-07,1.46276658102006e-06,-0.402115381769956,"control-case",0.402115381769956
"42","Methanofollis",-7.53409018850084e-06,1996,0.9691290871196,-7.53409018850084e-06,9.16702505329668e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.7321868777141e-07,-5.12196912219182e-07,8.58634287762002e-07,-0.125432213552581,"control-case",0.125432213552581
"43","Methanoplanus",1.08812108519805e-05,1869,0.568112729225764,-1.30102286449393e-05,1.08812108519805e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,-1.12801393350516e-07,-9.47473223036777e-07,7.21870436335745e-07,0.0838268372109413,"control-case",0.0838268372109413
"44","Methanoregula",9.79474852033662e-06,1864.5,0.553446810956207,-1.0582120114465e-05,9.79474852033662e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-2.75239369117803e-07,-9.72386049703725e-07,4.21907311468119e-07,0.230408669168361,"control-case",0.230408669168361
"45","Methanospirillum",-8.00920350613128e-06,1851,0.510575161935863,-8.00920350613128e-06,7.75893608049399e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.977412194014296,-2.1004737475671e-07,-7.66981154860465e-07,3.46886405347045e-07,0.185007429331527,"control-case",0.185007429331527
"46","Methanococcoides",-2.35865321526217e-05,1559,0.0384074479848043,-2.35865321526217e-05,1.44063883238028e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.296344922516572,-8.31790733951378e-07,-1.9833565279959e-06,3.19775060093146e-07,0.383697626118721,"control-case",0.383697626118721
"47","Methanohalophilus",-1.08712490793411e-05,1800,0.365650123671211,-1.08712490793411e-05,1.5464526153335e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.849091600636096,-1.76936704526627e-07,-1.06765394619737e-06,7.13780537144114e-07,0.129229521212294,"control-case",0.129229521212294
"48","Methanolobus",-4.93404996101513e-06,1912,0.716523674742841,-4.93404996101513e-06,8.77873125569417e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-1.27136810227161e-07,-5.74680046527934e-07,3.20406426073612e-07,0.21104526620615,"control-case",0.21104526620615
"49","Methanomethylovorans",-7.25056914757269e-06,1860.5,0.540174786777769,-7.25056914757269e-06,9.42703463877149e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-5.79194954582336e-08,-4.75995735912808e-07,3.60156744996341e-07,0.150282304523366,"control-case",0.150282304523366
"50","Methanosalsum",-1.81975562634466e-05,1875,0.587921033905649,-1.81975562634466e-05,2.19902820133409e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.09394077244438e-07,-1.09375724245226e-06,1.31254539694114e-06,-0.083614292706002,"control-case",0.083614292706002
"51","Methanosarcina",2.90188525419102e-05,1707,0.175570725213234,-2.66957290957432e-05,2.90188525419102e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.605833433557025,-1.24842229460181e-06,-3.54683671492239e-06,1.04999212571878e-06,0.18257624258404,"control-case",0.18257624258404
"52","Methanothrix",-4.96039001384458e-06,2005,0.934451676949849,-4.96039001384458e-06,8.26203670903337e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,2.16381164303111e-07,-2.82796716808852e-07,7.15559045415073e-07,-0.285261020750534,"control-case",0.285261020750534
"53","Pyrococcus",-7.97781741275658e-06,1857,0.528228254446017,-7.97781741275658e-06,6.54804260546615e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.993712645165959,-1.77085709897358e-07,-7.64843398786432e-07,4.10671978991717e-07,0.283131841709102,"control-case",0.283131841709102
"54","Thermococcus",-2.34664604501109e-05,1867,0.561571878727954,-2.34664604501109e-05,2.30048734330195e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,-4.01762957719052e-07,-2.49814443022715e-06,1.69461851478905e-06,0.0874683442817164,"control-case",0.0874683442817164
"55","Candidatus_Nitrosotenuis",-7.34150338525312e-06,1905,0.690635794582333,-7.34150338525312e-06,4.97282452881219e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-4.23959490195883e-08,-4.15379842099777e-07,3.305879440606e-07,0.113298402834926,"control-case",0.113298402834926
"56","Candidatus_Nitrosomarinus",-1.15595444981036e-05,1318,0.00107582998161488,-1.15595444981036e-05,4.29497695573064e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.0903602327825009,-4.77879584525353e-07,-9.71280778037853e-07,1.55216089871462e-08,1.23712213048352,"control-case",1.23712213048352
"57","Nitrosopumilus",-9.9460363917376e-06,1352,0.00212622359006103,-9.9460363917376e-06,1.24296127481033e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.134067104711119,-6.89322550673839e-07,-1.296387801681e-06,-8.22572996666808e-08,0.839927777764247,"control-case",0.839927777764247
"58","Candidatus_Nitrosocosmicus",-7.07372599763189e-06,1311,0.00107259499412092,-7.07372599763189e-06,6.33496727725444e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.0903602327825009,-3.22682034048088e-07,-7.14999261084798e-07,6.96351929886227e-08,0.683593077909968,"control-case",0.683593077909968
"59","Acidianus",-1.7182241965486e-05,1494,0.0170795895407263,-1.7182241965486e-05,1.44724277049144e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.240354043552196,-4.06303530407581e-07,-1.32662338132174e-06,5.14016320506578e-07,0.402175302746885,"control-case",0.402175302746885
"60","Sulfolobus",-5.92355094051541e-06,1815,0.405360555280384,-5.92355094051541e-06,8.5843857381468e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.886839467451374,5.09997495100386e-08,-4.79503262126672e-07,5.81502761146749e-07,-0.0612442331283038,"control-case",0.0612442331283038
"61","Pyrobaculum",-3.53686299881595e-06,2061,0.72339647192225,-3.53686299881595e-06,9.52302823118929e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,3.40447697378336e-07,-6.48727253630381e-08,7.45768120119711e-07,-0.698075047364066,"control-case",0.698075047364066
"62","Bacteria_____",4.75250026258674e-05,1987,1,-6.47329504927943e-06,5.85381600922754e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,2.7390879568226e-06,-2.81852458774693e-06,8.29670050139212e-06,-1.52104079807909,"control-case",1.52104079807909
"63","Candidatus_Babela",-1.06998506785072e-05,1519,0.0235584629436313,-1.06998506785072e-05,3.94822993175046e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.250106111363836,-4.61356611956631e-07,-9.68127487275925e-07,4.54142633626624e-08,0.781692682808031,"control-case",0.781692682808031
"64","Dissulfurimicrobium",-1.49984202826637e-05,1644,0.0970562067890041,-1.49984202826637e-05,1.30946427205152e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.458797691051717,-5.39906245828486e-07,-1.48641017956847e-06,4.065976879115e-07,0.331047812907715,"control-case",0.331047812907715
"65","Bradymonas",-1.65331423580991e-05,1968,0.926764423927626,-1.65331423580991e-05,1.43499657098514e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,3.1569630556783e-07,-8.18215836715579e-07,1.44960844785124e-06,-0.170812941033837,"control-case",0.170812941033837
"66","Persicimonas",-9.70634451885384e-06,2120,0.523109762789607,-9.70634451885384e-06,1.57923700325251e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.99102081649458,4.08318195258539e-07,-5.68624648959446e-07,1.38526103947652e-06,-0.231149051628066,"control-case",0.231149051628066
"67","Microvenator",7.73179934434342e-06,1957,0.884607259626863,-4.90437727561248e-06,7.73179934434342e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-4.70984684161963e-09,-5.07900991572339e-07,4.984812978891e-07,0.00507297718091172,"control-case",0.00507297718091172
"68","Chloracidobacterium",-1.57716337804016e-05,2019,0.880792505852682,-1.57716337804016e-05,2.56806530251919e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,2.57845870615411e-07,-1.33320012742522e-06,1.84889186865604e-06,-0.0699984727715972,"control-case",0.0699984727715972
"69","Sulfidibacter",1.58178045934362e-05,1913,0.720358183672177,-1.24250092898616e-05,1.58178045934362e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,-1.72000127768457e-07,-1.33238330659585e-06,9.88383051058933e-07,0.0676619359649884,"control-case",0.0676619359649884
"70","Thermotomaculum",-1.53853540448494e-05,1501,0.0187166966703341,-1.53853540448494e-05,1.25191020002885e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.240354043552196,-5.51714096802367e-07,-1.34940574586861e-06,2.45977552263879e-07,0.54844838952642,"control-case",0.54844838952642
"71","Paludibaculum",-1.24250092898616e-05,1950,0.857945502801185,-1.24250092898616e-05,2.16375390392369e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,5.01292431703883e-07,-8.35594387781806e-07,1.83817925118957e-06,-0.182421011023893,"control-case",0.182421011023893
"72","Acidisarcina",-1.40161061357297e-05,1857,0.529424993955514,-1.40161061357297e-05,1.6768569249683e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.993945809320737,-2.90577798486421e-07,-1.33795321575015e-06,7.56797618777311e-07,0.16765221326302,"control-case",0.16765221326302
"73","Acidobacterium",-1.1383738490009e-05,1807,0.383883856820186,-1.1383738490009e-05,1.07328166311318e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.870669261551782,-5.08872675052232e-07,-1.55914550257991e-06,5.41400152475448e-07,0.23749577475578,"control-case",0.23749577475578
"74","Alloacidobacterium",9.1239218139678e-06,1850.5,0.509037168290948,-9.96890280233082e-06,9.1239218139678e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.977412194014296,-1.21398728996108e-07,-8.71741940473393e-07,6.28944482481176e-07,0.0778364160868113,"control-case",0.0778364160868113
"75","Candidatus_Koribacter",-8.37952939466997e-06,1737,0.226512153855131,-8.37952939466997e-06,1.14667007315963e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.68137503424279,-3.7799729999676e-07,-1.3679484554839e-06,6.11953855490376e-07,0.1783578641908,"control-case",0.1783578641908
"76","Edaphobacter",2.43053841247289e-05,1959,0.892254559521263,-2.31193859716641e-05,2.43053841247289e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,-2.04936681067935e-07,-2.13850353293216e-06,1.72863017079629e-06,0.044996036711275,"control-case",0.044996036711275
"77","Granulicella",-2.44985081835291e-05,2039,0.805127995692384,-2.44985081835291e-05,3.20569902857752e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.20686034564879e-06,-1.24471141544481e-06,3.65843210674239e-06,-0.224657331547443,"control-case",0.224657331547443
"78","Occallatibacter",-1.24250092898616e-05,1981,0.976844320153983,-1.24250092898616e-05,1.39646711347187e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,6.2023123474436e-08,-9.91697858826849e-07,1.11574410577572e-06,-0.0336314670688701,"control-case",0.0336314670688701
"79","Terriglobus",-2.73783634933578e-05,1995,0.972986409743321,-2.73783634933578e-05,3.74417498788665e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,8.14754913121769e-07,-1.51816322313215e-06,3.14767304937569e-06,-0.150841349806571,"control-case",0.150841349806571
"80","Luteitalea",3.65861466638679e-05,1865,0.555067661649082,-2.07885081127153e-05,3.65861466638679e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.59903505540672e-07,-2.11312944131319e-06,2.43293645239454e-06,-0.0330813855625268,"control-case",0.0330813855625268
"81","Acidimicrobium",-6.91410842438904e-06,1799,0.362909338847631,-6.91410842438904e-06,1.78504999708883e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.847399217397356,1.71750400476681e-07,-4.87294983632514e-07,8.30795784585875e-07,-0.252247880094283,"control-case",0.252247880094283
"82","Actinomarinicola",-7.66648831173736e-06,2193.5,0.320157285233078,-7.66648831173736e-06,1.15684452215793e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.805749233117429,2.76965072296136e-07,-4.15757464990501e-07,9.69687609582774e-07,-0.260909621598088,"control-case",0.260909621598088
"83","Aquihabitans",-1.6133439421188e-05,1960,0.896080373185514,-1.6133439421188e-05,2.76264119028291e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,4.45753134825693e-07,-1.50485198150621e-06,2.3963582511576e-06,-0.124398770365473,"control-case",0.124398770365473
"84","Iamia",2.56424273845075e-05,2003,0.942153441215417,-1.50629220594426e-05,2.56424273845075e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,9.77595233695103e-07,-8.22430840277253e-07,2.77762130766746e-06,-0.312064208374232,"control-case",0.312064208374232
"85","Ilumatobacter",1.84051526247281e-05,2189,0.33087574438694,-1.51351604855465e-05,1.84051526247281e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.816906358866378,7.7694448092541e-07,-3.74068721635608e-07,1.92795768348643e-06,-0.392594492903725,"control-case",0.392594492903725
"86","Actinobaculum",5.43860522709848e-06,1910,0.709525943649792,-8.7483446131357e-06,5.43860522709848e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-2.77591208907641e-07,-9.0479212164542e-07,3.49609703830138e-07,0.20275186789719,"control-case",0.20275186789719
"87","Actinomyces",3.20488515836913e-05,2300,0.13121661022363,-2.09227251713998e-05,5.50987853421532e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.534383249987662,4.79794130298387e-05,-4.01963347542038e-07,9.63607894072195e-05,-0.603535894209779,"control-case",0.603535894209779
"88","Actinotignum",-8.45189585415004e-06,2311,0.118159928389402,-8.45189585415004e-06,1.38984993946073e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.513977106157759,8.84116572795173e-07,1.3638120749276e-07,1.63185193809759e-06,-0.666042765786657,"control-case",0.666042765786657
"89","Arcanobacterium",3.37025005299275e-05,1767,0.287208555120979,-1.68452960207644e-05,3.37025005299275e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.781494056738874,-2.50924516407149e-07,-1.88081886063875e-06,1.37896982782445e-06,0.0594265679818543,"control-case",0.0594265679818543
"90","Boudabousia",5.572802217418e-06,1939,0.816379061484651,-1.2818899021766e-05,5.572802217418e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,-3.25446953726082e-07,-1.0508689750099e-06,3.99975067557739e-07,0.382034476600861,"control-case",0.382034476600861
"91","Changpingibacter",-6.24897840695908e-06,1711,0.181820997037536,-6.24897840695908e-06,6.32195627785755e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.614807130493712,-3.06175055102632e-07,-8.3911148645058e-07,2.26761376245316e-07,0.284573208165834,"control-case",0.284573208165834
"92","Fannyhessea",-7.02119876283517e-05,1707,0.175570725213234,-7.02119876283517e-05,2.82363225614095e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.605833433557025,-2.02165838529123e-06,-4.94680637888076e-06,9.03489608298308e-07,0.40315360736287,"control-case",0.40315360736287
"93","Flaviflexus",2.19530166930853e-05,2033,0.827670173015511,-1.5319387201178e-05,2.19530166930853e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,3.13012232854005e-07,-1.30281047238068e-06,1.92883493808869e-06,-0.0968622915349771,"control-case",0.0968622915349771
"94","Mobiluncus",-2.31604257121885e-05,2093,0.611492070310864,-2.31604257121885e-05,5.62389244684927e-05,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.97763367867793e-06,-3.37228853857062e-07,4.29249621121292e-06,-0.648531164953301,"control-case",0.648531164953301
"95","Nanchangia",-5.12730351541305e-06,1949,0.854148470285998,-5.12730351541305e-06,7.7750021087868e-06,"Wilcoxon rank sum test with continuity correction","two.sided",1,1.21525718122357e-07,-3.76667100917046e-07,6.19718537161761e-07,-0.113972766440681,"control-case",0.113972766440681
"96","Pauljensenia",3.09299806357662e-05,2347,0.0824423654202875,-1.96786779298553e-05,4.08854061295583e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.433993474783502,4.43201999865779e-06,-6.29532631482934e-07,9.49357262879851e-06,-1.14313906402415,"control-case",1.14313906402415
