"","var","estimate","statistic","p.value","conf.low","conf.high","method","alternative","p.adj","meandiff","lwr.ci","upr.ci","log2FC","comparison_lfc","Log2fc"
"27","Salarchaeum",-1.07035014433326e-05,586,0.039796884016532,-1.07035014433326e-05,1.61187476196514e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.169900492580829,-6.70257561266856e-07,-1.91143715192574e-06,5.70922029392024e-07,-0.554088444739812,"Healthy.control-Stage.III.IV.",0.554088444739812
"28","Halococcus",-6.81916624212322e-06,635,0.112838772777684,-6.81916624212322e-06,5.72008313939432e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.263107302403171,-4.11476738000663e-07,-9.90427079803449e-07,1.67473603802123e-07,-0.571927314733657,"Healthy.control-Stage.III.IV.",0.571927314733657
"29","Salinarchaeum",-7.86155308498204e-06,620,0.0839065938006922,-7.86155308498204e-06,2.28647543279675e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.222676260969071,-8.00563983293619e-08,-1.35365000509796e-06,1.19353720843923e-06,-0.0805347130616474,"Healthy.control-Stage.III.IV.",0.0805347130616474
"30","Halobellus",-1.04155063009367e-05,571,0.0277863163716612,-1.04155063009367e-05,1.49044419829289e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.156745023485223,-6.42336956087199e-07,-1.81300168069308e-06,5.28327768518685e-07,-0.537637214892381,"Healthy.control-Stage.III.IV.",0.537637214892381
"31","Haloferax",-1.98268913170454e-05,595.5,0.0496338629037595,-1.98268913170454e-05,2.27192034550591e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.179050244777436,-1.83119687122488e-06,-4.04927475023345e-06,3.86881007783684e-07,-0.599999433492544,"Healthy.control-Stage.III.IV.",0.599999433492544
"32","Halogeometricum",6.68685775450322e-06,713,0.404606865916816,-1.57962964849183e-05,6.68685775450322e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.567561330353307,-6.81235291614747e-07,-1.78836009247174e-06,4.25889509242247e-07,-0.647682486357454,"Healthy.control-Stage.III.IV.",0.647682486357454
"33","Haloplanus",-1.76089862454827e-05,629.5,0.101855989319751,-1.76089862454827e-05,1.32125864064883e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.250762207208525,-1.83089814940057e-06,-3.69242965309076e-06,3.06333542896231e-08,-0.668455240447796,"Healthy.control-Stage.III.IV.",0.668455240447796
"34","Haloprofundus",3.13396104397801e-05,632,0.106991545357542,-2.53299949525763e-05,3.13396104397801e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.256951471233459,-1.6994863218101e-06,-4.07830448111045e-06,6.7933183749024e-07,-0.640845480278059,"Healthy.control-Stage.III.IV.",0.640845480278059
"35","Haloquadratum",1.24069408938975e-05,661.5,0.183784798619414,-4.20361998939006e-06,1.24069408938975e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.351273408198684,-1.40060365227316e-08,-7.45981124295236e-07,7.17969051249773e-07,-0.0208316441842001,"Healthy.control-Stage.III.IV.",0.0208316441842001
"36","Halalkaliarchaeum",-9.14684457436526e-06,616,0.077434281450498,-9.14684457436526e-06,1.89542458795662e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.214925056431393,-2.85445984025344e-07,-1.52164535515237e-06,9.50753387101684e-07,-0.210178132856905,"Healthy.control-Stage.III.IV.",0.210178132856905
"37","Halobaculum",-2.49293985984299e-05,545,0.0143276619627524,-2.49293985984299e-05,2.34315638755359e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-3.38505571591053e-06,-6.20317946334839e-06,-5.66931968472661e-07,-0.884507011553404,"Healthy.control-Stage.III.IV.",0.884507011553404
"38","Halohasta",-6.10304778965711e-06,635,0.111029218634337,-6.10304778965711e-06,4.67274397302634e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.261445753188365,-4.60903645257191e-07,-1.02461537706222e-06,1.0280808654784e-07,-0.864013444325454,"Healthy.control-Stage.III.IV.",0.864013444325454
"39","Halolamina",-9.61833140809543e-06,606,0.0617487806516197,-9.61833140809543e-06,4.26992121673097e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.194468562441789,-7.57819183483589e-07,-1.47125567831702e-06,-4.43826886501538e-08,-0.963260360137144,"Healthy.control-Stage.III.IV.",0.963260360137144
"40","Halorubrum",-2.28460959674326e-06,571,0.0273408141284117,-4.53642194036903e-06,-2.52870616088557e-07,"Wilcoxon rank sum exact test","two.sided",0.156463656074097,-3.58647490601211e-06,-7.39990045275689e-06,2.26950640732665e-07,-0.643019882616121,"Healthy.control-Stage.III.IV.",0.643019882616121
"41","Salinigranum",-4.31862456380304e-06,612,0.0704432750091301,-4.31862456380304e-06,8.21758422842564e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.207378536856754,-2.71333419001691e-07,-8.66182440520217e-07,3.23515602516834e-07,-0.414481084776856,"Healthy.control-Stage.III.IV.",0.414481084776856
"42","Halobiforma",-6.33801227049652e-06,546,0.0142438590676708,-6.33801227049652e-06,3.77783147335579e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.147848433275081,-6.28853252681592e-07,-1.19428917602919e-06,-6.34173293339925e-08,-1.02164776496597,"Healthy.control-Stage.III.IV.",1.02164776496597
"43","Halopiger",-5.47370737692487e-06,507,0.00468194424495053,-5.47370737692487e-06,2.56892540188193e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.142530902718688,-5.35612276941999e-07,-9.89522079287793e-07,-8.17024745962052e-08,-1.21676722246551,"Healthy.control-Stage.III.IV.",1.21676722246551
"44","Halosolutus",-1.02719086431983e-05,579,0.0338472626830677,-1.02719086431983e-05,5.10329382212457e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.16256398270495,-7.6224423219962e-07,-1.56701496033618e-06,4.25264959369382e-08,-0.75681655797043,"Healthy.control-Stage.III.IV.",0.75681655797043
"45","Halostagnicola",-5.27551588597479e-06,615,0.0744393970532838,-5.27551588597479e-06,4.67274397302634e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.211748431500543,-8.23828957911611e-08,-5.86184577728536e-07,4.21418786146214e-07,-0.164651395152649,"Healthy.control-Stage.III.IV.",0.164651395152649
"46","Haloterrigena",-1.29210193971843e-06,584,0.0376273103972639,-3.02599820990753e-06,-9.63567781780772e-08,"Wilcoxon rank sum exact test","two.sided",0.165526036668236,-2.94821490186178e-06,-5.934520146901e-06,3.80903431774301e-08,-0.762278246137383,"Healthy.control-Stage.III.IV.",0.762278246137383
"47","Halovivax",-1.1586903206225e-06,659,0.177358709474475,-2.79293983449893e-06,4.22725933499338e-07,"Wilcoxon rank sum exact test","two.sided",0.346501406224049,-2.56318309749785e-06,-5.34024886857607e-06,2.13882673580361e-07,-0.659538321041438,"Healthy.control-Stage.III.IV.",0.659538321041438
"48","Natrarchaeobaculum",-1.13157021996286e-07,706,0.37027183111467,-3.79462034775988e-07,2.00944162661399e-07,"Wilcoxon rank sum exact test","two.sided",0.539284799070915,-5.01336929645912e-07,-1.07957969708301e-06,7.69058377911897e-08,-0.676261179408746,"Healthy.control-Stage.III.IV.",0.676261179408746
"49","Natribaculum",-1.64471965856861e-05,611,0.0696954917031602,-1.64471965856861e-05,1.12790371762705e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.206426341838368,-1.20095856003018e-06,-2.65843930283732e-06,2.5652218277697e-07,-0.614909767531782,"Healthy.control-Stage.III.IV.",0.614909767531782
"50","Natrinema",-1.16677752751632e-06,622,0.087688183746479,-2.78233951271505e-06,1.46943670471939e-07,"Wilcoxon rank sum exact test","two.sided",0.228649296328184,-2.14737805108667e-06,-5.16970300214156e-06,8.74946899968228e-07,-0.537642324489568,"Healthy.control-Stage.III.IV.",0.537642324489568
"51","Natronobacterium",-1.41530674961515e-05,591.5,0.043667799922786,-1.41530674961515e-05,1.08265418511879e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.170999725712127,-8.27706353514168e-07,-2.11585051605452e-06,4.60437809026182e-07,-0.774080147285555,"Healthy.control-Stage.III.IV.",0.774080147285555
"52","Natronococcus",-7.16444048223072e-06,620,0.0840883071681135,-7.16444048223072e-06,1.26844306923923e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.222676260969071,-5.54230472200688e-07,-1.48687444518105e-06,3.78413500779674e-07,-0.471662438236014,"Healthy.control-Stage.III.IV.",0.471662438236014
"53","Natronorubrum",7.14211661387263e-06,770.5,0.778978178462851,-7.33707760228447e-06,7.14211661387263e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.861092687303664,-2.20788231597667e-07,-1.06537395284421e-06,6.23797489648873e-07,-0.24603139921961,"Healthy.control-Stage.III.IV.",0.24603139921961
"54","Saliphagus",-6.66289194375997e-06,641,0.127208543866121,-6.66289194375997e-06,9.71962132355323e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.282362214073541,-3.47024990156239e-07,-1.13515754744609e-06,4.41107567133609e-07,-0.339182692706322,"Healthy.control-Stage.III.IV.",0.339182692706322
"55","Methanobacterium",-6.74927220876159e-07,723,0.463744828973965,-2.55201316241356e-06,1.04324902604956e-06,"Wilcoxon rank sum exact test","two.sided",0.616208882335269,-1.00088135930531e-07,-2.93473939708621e-06,2.73456312522515e-06,-0.0226561323886589,"Healthy.control-Stage.III.IV.",0.0226561323886589
"56","Methanobrevibacter",-2.6775496004126e-06,702,0.350088129928005,-8.61648391044736e-06,2.64528958633819e-06,"Wilcoxon rank sum exact test","two.sided",0.520437526483011,-0.0006967009943285,-0.00143161941594548,3.82174272884829e-05,-4.02110237307012,"Healthy.control-Stage.III.IV.",4.02110237307012
"57","Methanosphaera",-8.91932630554917e-07,655,0.165254493041426,-2.8131443360004e-06,4.87544444716394e-07,"Wilcoxon rank sum exact test","two.sided",0.332221467876027,-4.30600515289547e-06,-1.51875541404528e-05,6.57554383466183e-06,-0.683813675935449,"Healthy.control-Stage.III.IV.",0.683813675935449
"58","Methanothermobacter",1.15207308300477e-05,828,0.78992759492209,-7.09339686494828e-06,1.15207308300477e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.869522605324699,3.70632678393304e-07,-5.75524164008567e-07,1.31678952079518e-06,0.351879196612028,"Healthy.control-Stage.III.IV.",0.351879196612028
"59","Methanothermus",-8.15580912117147e-06,642,0.12837462739325,-8.15580912117147e-06,2.72833238322406e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.284030198623599,-3.76758789397023e-07,-8.40509936628564e-07,8.69923578345189e-08,-1.35260825559591,"Healthy.control-Stage.III.IV.",1.35260825559591
"60","Methanocaldococcus",-7.20358158364797e-07,707,0.375427250765175,-2.17648731694835e-06,8.31734150895451e-07,"Wilcoxon rank sum exact test","two.sided",0.539902792056663,-6.02430074287163e-07,-3.1206874849765e-06,1.91582733640218e-06,-0.13886445728424,"Healthy.control-Stage.III.IV.",0.13886445728424
"61","Methanococcus",6.1665363712547e-07,873,0.487486581573053,-1.08447249690786e-06,2.38078001948953e-06,"Wilcoxon rank sum exact test","two.sided",0.634714072652162,1.16188653251756e-06,-1.21231551557596e-06,3.53608858061109e-06,0.250744154207197,"Healthy.control-Stage.III.IV.",0.250744154207197
"62","Methanothermococcus",7.95405560741115e-09,804,0.973285275339985,-7.3225237742538e-07,6.48548296027801e-07,"Wilcoxon rank sum exact test","two.sided",0.982911730431843,-4.28685423846571e-07,-1.35530744065143e-06,4.97936592958288e-07,-0.275728520334876,"Healthy.control-Stage.III.IV.",0.275728520334876
"63","Methanocella",-1.00363396261715e-06,590,0.0433753414079787,-2.45169629711038e-06,-2.40295859655701e-08,"Wilcoxon rank sum exact test","two.sided",0.170340409577892,-9.37784211353502e-07,-4.19755190677132e-06,2.32198348406432e-06,-0.304743292982,"Healthy.control-Stage.III.IV.",0.304743292982
"64","Methanocorpusculum",3.81440451348083e-05,744,0.59330546871826,-1.05904939746177e-05,3.81440451348083e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.728516370727956,6.66375062591943e-07,-1.49655941790449e-06,2.82930954308838e-06,0.289411055515822,"Healthy.control-Stage.III.IV.",0.289411055515822
"65","Methanoculleus",-1.37246510442733e-05,660,0.179475783699397,-1.37246510442733e-05,1.78047658282556e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.349230712514374,-1.0862889586157e-06,-2.70328278639393e-06,5.30704869162522e-07,-0.50070273977388,"Healthy.control-Stage.III.IV.",0.50070273977388
"66","Methanofollis",-8.56064052421056e-07,607,0.0637571929533877,-2.09726933887946e-06,3.70157675692591e-08,"Wilcoxon rank sum exact test","two.sided",0.197271059536798,-1.61753012728816e-06,-3.2587535161446e-06,2.36932615682793e-08,-0.686180009246821,"Healthy.control-Stage.III.IV.",0.686180009246821
"67","Methanolacinia",1.03122625611616e-05,641,0.127195170946759,-1.31715973753397e-05,1.03122625611616e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.282362214073541,-6.31683954319648e-07,-1.62417270015615e-06,3.60804791516855e-07,-0.657605286950962,"Healthy.control-Stage.III.IV.",0.657605286950962
"68","Methanoplanus",-4.30744952651035e-07,694,0.311837304758313,-1.50474681326616e-06,5.10460741390503e-07,"Wilcoxon rank sum exact test","two.sided",0.483944134741127,-9.94821573187385e-08,-1.20334159800243e-06,1.00437728336496e-06,-0.0474049057652512,"Healthy.control-Stage.III.IV.",0.0474049057652512
"69","Methanoregula",-5.02253970320288e-07,588,0.0413829046309643,-1.16339033091096e-06,-3.41325530639039e-08,"Wilcoxon rank sum exact test","two.sided",0.170340409577892,-5.63182159893085e-07,-1.50611111836104e-06,3.79746798574867e-07,-0.407367702318576,"Healthy.control-Stage.III.IV.",0.407367702318576
"70","Methanosphaerula",6.25775950675603e-06,720,0.443689814483805,-4.89713235749809e-06,6.25775950675603e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.600424561549395,-5.79876293944459e-08,-6.77456545518004e-07,5.61481286729112e-07,-0.0787142259369661,"Healthy.control-Stage.III.IV.",0.0787142259369661
"71","Methanospirillum",-9.8069261415875e-06,757,0.68256459256193,-9.8069261415875e-06,8.45927788220286e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.793843296290803,-3.31031258176231e-07,-1.29614426284712e-06,6.34081746494658e-07,-0.200777813141217,"Healthy.control-Stage.III.IV.",0.200777813141217
"72","Methanococcoides",2.86896440063708e-07,833,0.755787135365234,-1.01026606811548e-06,1.51930464357569e-06,"Wilcoxon rank sum exact test","two.sided",0.845574995737344,1.43909233259966e-06,-1.02518912988792e-06,3.90337379508724e-06,0.403359874122022,"Healthy.control-Stage.III.IV.",0.403359874122022
"73","Methanohalophilus",-4.11381428506996e-07,699,0.335412451178261,-1.28075551401842e-06,5.04151505522159e-07,"Wilcoxon rank sum exact test","two.sided",0.507566423779896,5.27150960621593e-07,-9.46795472370296e-07,2.00109739361348e-06,0.250715686531115,"Healthy.control-Stage.III.IV.",0.250715686531115
"74","Methanolobus",1.15503876445258e-05,729,0.497438400842562,-1.09474147538497e-05,1.15503876445258e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.643026046277382,-4.20307205677273e-08,-1.18655629880351e-06,1.10249485766806e-06,-0.0391015592024258,"Healthy.control-Stage.III.IV.",0.0391015592024258
"75","Methanosalsum",-8.15580912117147e-06,744,0.593264322087621,-8.15580912117147e-06,8.30650753215284e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.728516370727956,-8.5009777711855e-08,-1.00582516196099e-06,8.35805606537281e-07,-0.0752988469755948,"Healthy.control-Stage.III.IV.",0.0752988469755948
"76","Methanosarcina",7.83798511716442e-07,832,0.763075457658842,-4.14484268148155e-06,6.55466250537198e-06,"Wilcoxon rank sum exact test","two.sided",0.851274518607334,1.88181706254314e-06,-4.72729094530034e-06,8.49092507038661e-06,0.127221969176781,"Healthy.control-Stage.III.IV.",0.127221969176781
"77","Methanothrix",-9.89987040598216e-06,576,0.0314954797317709,-9.89987040598216e-06,3.0511773668218e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.158313518778585,-1.2059331958019e-06,-2.06832954736957e-06,-3.4353684423423e-07,-1.13735058943596,"Healthy.control-Stage.III.IV.",1.13735058943596
"78","Pyrococcus",1.26104033614098e-07,886,0.412728984089183,-2.11329095557576e-07,4.60570406315673e-07,"Wilcoxon rank sum exact test","two.sided",0.572333258851332,3.52816669586823e-07,-5.55679919076715e-07,1.26131325825036e-06,0.36154502208897,"Healthy.control-Stage.III.IV.",0.36154502208897
"79","Thermococcus",-3.38685196023483e-06,638,0.120593192305529,-8.2884510779779e-06,1.24194210374828e-06,"Wilcoxon rank sum exact test","two.sided",0.27394706448797,-4.51261858313931e-06,-1.00828015234872e-05,1.05756435720861e-06,-0.404548202897457,"Healthy.control-Stage.III.IV.",0.404548202897457
"80","Candidatus_Nitrosotenuis",6.44181125695474e-06,784,0.881429306831034,-5.88506798514609e-06,6.44181125695474e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.926011516165915,8.92140350451739e-08,-5.01758954961153e-07,6.801870250515e-07,0.122435742194468,"Healthy.control-Stage.III.IV.",0.122435742194468
"81","Candidatus_Nitrosomarinus",1.20742100074519e-05,963,0.117855081952572,-2.51425280151928e-06,1.20742100074519e-05,"Wilcoxon rank sum test with continuity correction","two.sided",0.269939621001169,9.18737275979633e-07,5.20070850383199e-08,1.78546746692095e-06,1.27745786616751,"Healthy.control-Stage.III.IV.",1.27745786616751
"82","Nitrosarchaeum",-1.84188775075575e-05,680,0.249177260250861,-1.84188775075575e-05,3.11809415225607e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.424038495514623,-5.15849329815487e-07,-1.49166676567266e-06,4.59968106041681e-07,-1.13073039518415,"Healthy.control-Stage.III.IV.",1.13073039518415
"83","Nitrosopumilus",-2.9796793147331e-07,761,0.712527703922499,-1.62308605705271e-06,1.29393508767651e-06,"Wilcoxon rank sum exact test","two.sided",0.814077588698261,6.15830511495094e-07,-1.94950172425633e-06,3.18116274724652e-06,0.153776672386854,"Healthy.control-Stage.III.IV.",0.153776672386854
"84","Candidatus_Nitrosocosmicus",7.17024506205767e-06,839,0.711028520748202,-8.42766942521052e-06,7.17024506205767e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.814077588698261,1.73801952886984e-07,-7.07157583444651e-07,1.05476148921862e-06,0.128868292941556,"Healthy.control-Stage.III.IV.",0.128868292941556
"85","Nitrososphaera",7.73758282610331e-06,819,0.858693760080949,-5.08088586973688e-06,7.73758282610331e-06,"Wilcoxon rank sum test with continuity correction","two.sided",0.911156916558078,-2.62266887590378e-08,-6.29210946490584e-07,5.76757568972509e-07,-0.0314576505869215,"Healthy.control-Stage.III.IV.",0.0314576505869215
"86","Acidianus",3.49300653115004e-07,891,0.385868776436486,-6.24849415650133e-07,1.46639067013679e-06,"Wilcoxon rank sum exact test","two.sided",0.55124110919498,7.13276508349587e-07,-1.25342194857133e-06,2.67997496527051e-06,0.246631562948903,"Healthy.control-Stage.III.IV.",0.246631562948903
"87","Saccharolobus",2.26036445234176e-07,900,0.340260206226088,-1.76408392717521e-07,8.00635851759825e-07,"Wilcoxon rank sum exact test","two.sided",0.510521887145097,4.98241310846204e-07,-7.54045809025473e-07,1.75052843071788e-06,0.349631391298822,"Healthy.control-Stage.III.IV.",0.349631391298822
