"","ERR1018185","ERR1018186","ERR1018187","ERR1018188","ERR1018189","ERR1018190","ERR1018191","ERR1018192","ERR1018193","ERR1018194","ERR1018195","ERR1018196","ERR1018197","ERR1018198","ERR1018199","ERR1018200","ERR1018201","ERR1018202","ERR1018203","ERR1018204","ERR1018205","ERR1018206","ERR1018207","ERR1018208","ERR1018209","ERR1018210","ERR1018211","ERR1018212","ERR1018213","ERR1018214","ERR1018215","ERR1018216","ERR1018217","ERR1018218","ERR1018219","ERR1018220","ERR1018221","ERR1018222","ERR1018223","ERR1018224","ERR1018225","ERR1018226","ERR1018227","ERR1018228","ERR1018229","ERR1018230","ERR1018231","ERR1018232","ERR1018233","ERR1018234","ERR1018235","ERR1018236","ERR1018237","ERR1018238","ERR1018239","ERR1018240","ERR1018241","ERR1018242","ERR1018243","ERR1018244","ERR1018245","ERR1018246","ERR1018247","ERR1018248","ERR1018249","ERR1018250","ERR1018251","ERR1018252","ERR1018253","ERR1018254","ERR1018255","ERR1018256","ERR1018257","ERR1018258","ERR1018259","ERR1018260","ERR1018261","ERR1018262","ERR1018263","ERR1018264","ERR1018265","ERR1018266","ERR1018267","ERR1018268","ERR1018269","ERR1018270","ERR1018271","ERR1018272","ERR1018273","ERR1018274","ERR1018275","ERR1018276","ERR1018277","ERR1018278","ERR1018279","ERR1018280","ERR1018281","ERR1018282","ERR1018283","ERR1018284","ERR1018285","ERR1018286","ERR1018287","ERR1018288","ERR1018289","ERR1018290","ERR1018291","ERR1018292","ERR1018293","ERR1018294","ERR1018295","ERR1018296","ERR1018297","ERR1018298","ERR1018299","ERR1018300","ERR1018301","ERR1018302","ERR1018303","ERR1018304","ERR1018305","ERR1018306","ERR1018307","ERR1018308","ERR1018309","ERR1018310","ERR1018311","ERR1018312"
"Complex IV High affinity: Cytochrome bd ubiquinol oxidase",0.097945178593282,0.0235469543147208,0.00282949126942535,0.00533942582048412,0.00173110325739171,0.0184041562515316,0.101993014177111,0.0047320339713303,0.314042996279412,0.21124428347348,0.00026967401002384,0.00452243482373342,0.0240010372099054,0.033465577596266,0.00294385105038455,0.00108104328744726,0.0914702606272272,0.325275464301385,0.00905385700284464,0.0225213926593489,0.00470889961004425,0.00252835120681685,0.00953118158503784,0.735376137042693,0.00900586930425787,0.0127645408006822,0.00305978687393035,0.00617968231082941,0.0581545942965049,0.00133632177431619,0.00916183217684753,0.00706828854900248,0.00717065114593969,0.0202006175360638,0.021305557851809,0.00462821970103159,0.000304429931170295,0.00152520660979988,0.00244257500998415,0.030864068394664,0,0.00026984766544804,0.00423177083333333,3.13280754380057e-05,0.00463274718205401,0.00608547575076368,0.00442176346340636,0.0174838761907332,0.00116906348155556,0.932916336779739,0.000148747813857887,0.0139035248569028,0.0858484850267348,0.0124266128632146,0.0263718845649322,0.00640300931159942,0.0159220532319392,0.311873705867613,0.0018322692811206,0.00540345283621567,0.0393241383274627,0.0131967317124304,0.301333023258587,0.0217009547105748,0.00281146388744308,0.00615644177777033,0.040387621907338,0.00412032552073555,0.00475850448614643,0.00164648131626609,0.0207958509658837,0.00140350877192982,0.0156964309245537,0.00432055802136698,0.056945123939987,0.00058044320985095,0.00423158964643409,0.0014164278084124,0.00908639432008388,0.30231190883782,0.00717398190238933,0,0.00111567608576202,0,0.000507956996958234,0,0.508127943530952,0.00381693728351278,0.00208425881688976,0,0.000201801537360803,0,0.000846893418708023,0.0656452234462414,0.276412528172845,0.000615509470867025,0.0643653744025491,0.145117219135346,0.00106644854515193,0.102482632141011,0.000453803570093313,0.0110790508540609,0,0,0.00741495968115673,0.00135010969641283,0.000419712496939596,0.000197086405965149,0.0024751945559986,0.000802640462080864,0.000673107380424454,0.00586246583225435,0,0.0221216654293953,0.00829923514017611,0.00119850604827471,0.00581716765819808,0.0559489316868347,0.00154695105785761,0.0372005186859525,0.0550788481904928,0.001049042748492,0.421610844279108,0.000302505853779142,0.0166698617961275,0.00158776985491813,0.000622748314809004,0.358881144915714
"Complex IV Low affinity: Cytochrome o ubiquinol oxidase",0.097945178593282,0.0235469543147208,0.00282949126942535,0.00533942582048412,0.00173110325739171,0.0184041562515316,0.101993014177111,0.0047320339713303,0.314042996279412,0.21124428347348,0.00026967401002384,0.00452243482373342,0.0240010372099054,0.033465577596266,0.00294385105038455,0.00108104328744726,0.0914702606272272,0.325275464301385,0.00905385700284464,0.0225213926593489,0.00470889961004425,0.00252835120681685,0.00953118158503784,0.735376137042693,0.00900586930425787,0.0127645408006822,0.00305978687393035,0.00617968231082941,0.0581545942965049,0.00133632177431619,0.00916183217684753,0.00706828854900248,0.00717065114593969,0.0202006175360638,0.021305557851809,0.00462821970103159,0.000304429931170295,0.00152520660979988,0.00244257500998415,0.030864068394664,0,0.00026984766544804,0.00423177083333333,3.13280754380057e-05,0.00463274718205401,0.00608547575076368,0.00442176346340636,0.0174838761907332,0.00116906348155556,0.932916336779739,0.000148747813857887,0.0139035248569028,0.0858484850267348,0.0124266128632146,0.0263718845649322,0.00640300931159942,0.0159220532319392,0.311873705867613,0.0018322692811206,0.00540345283621567,0.0393241383274627,0.0131967317124304,0.301333023258587,0.0217009547105748,0.00281146388744308,0.00615644177777033,0.040387621907338,0.00412032552073555,0.00475850448614643,0.00164648131626609,0.0207958509658837,0.00140350877192982,0.0156964309245537,0.00432055802136698,0.056945123939987,0.00058044320985095,0.00423158964643409,0.0014164278084124,0.00908639432008388,0.30231190883782,0.00717398190238933,0,0.00111567608576202,0,0.000507956996958234,0,0.508127943530952,0.00381693728351278,0.00208425881688976,0,0.000201801537360803,0,0.000846893418708023,0.0656452234462414,0.276412528172845,0.000615509470867025,0.0643653744025491,0.145117219135346,0.00106644854515193,0.102482632141011,0.000453803570093313,0.0110790508540609,0,0,0.00741495968115673,0.00135010969641283,0.000419712496939596,0.000197086405965149,0.0024751945559986,0.000802640462080864,0.000673107380424454,0.00586246583225435,0,0.0221216654293953,0.00829923514017611,0.00119850604827471,0.00581716765819808,0.0559489316868347,0.00154695105785761,0.0372005186859525,0.0550788481904928,0.001049042748492,0.421610844279108,0.000302505853779142,0.0166698617961275,0.00158776985491813,0.000622748314809004,0.358881144915714
"Complex V: F-type ATPase, prokaryotes and chloroplasts",0.581593658431833,0.750580583756346,0.47728536216492,0.630299584116356,0.340224031992344,0.66170824551945,0.381361354897414,0.84096811962504,0.937570316567409,0.851100854731733,0.940450814616331,0.495122864405778,0.722935304032153,0.75553967327888,0.743276151723925,0.725635516305736,0.744138882848661,0.918486350831006,0.911750292831018,0.99602446143772,0.866602199588672,0.888287398766073,0.877650591105273,0.876278135581967,0.833408013453485,0.719346558304836,0.382944241152053,0.759565926056905,0.933275401553574,0.933732401564693,0.940535775224661,0.913060050847269,0.949398446358918,0.818026988613158,0.925882450194263,0.736313723808094,0.398225268635631,0.583155892395817,0.266359197660487,0.988208057014149,0.866459304477277,0.522053577699493,0.873755739446272,0.613276446769684,0.897711626529304,0.599470600676358,0.701133192519388,0.653549936584181,0.932241268410402,0.995991691231679,0.846859618123795,0.944894226439445,0.997847096815939,0.971824300858319,0.633408941845212,0.723424428045798,0.961680133079848,0.839151708584466,0.974379461927058,0.872212818423087,0.606356242076253,0.793555559233574,0.741260513471853,0.233584637009182,0.867598903283183,0.871116958427258,0.886691316971487,0.655792611950947,0.586086313513758,0.549503566738014,0.740351721866052,0.791132116004296,0.391049942728553,0.892921663262706,0.734368205044575,0.945698945429454,0.952902822096919,0.795699961244961,0.94741908388054,0.834566812493876,0.643503893754298,0.528238337827932,0.468915869655563,0.653732778677994,0.817210180653412,0.941688526316272,0.835498252871951,0.532330009792799,0.680770337588462,0.87195801509037,0.654226824927994,0.835889278002853,0.92517231588635,0.899190065512338,0.992396051915753,0.597894501676693,0.574970382777074,0.759646194691512,0.911606428717492,0.672069162003162,0.789246918132289,0.876462495586641,0.976884389358998,0.53788823423029,0.851201722552172,0.782261996287198,0.681888531356021,0.913199862039516,0.615909723163398,0.511345735503713,0.881267817548306,0.910084879873399,0.63690463584574,0.52553690736879,0.962171488609035,0.887665607521787,0.712825823273621,0.961005407415441,0.79065324518081,0.888831760136851,0.695081594870048,0.930936270653029,0.865376530391245,0.739978766416033,0.655331218738563,0.699657262368175,0.641313998944247,0.88752319998248
"Complex V: V/A-type ATPase, prokaryotes",0.133740033573551,0.0902696700507614,0.331480880011637,0.301741305583958,0.0817508650653637,0.0906566027871718,0.551512127349399,0.0954390884505753,0.0273850490787419,0.125756056733233,0.0445249003784043,0.317903028750468,0.0773654868403993,0.206616102683781,0.110725790292998,0.282380876828294,0.11241185580964,0.082633139370379,0.12504780914589,0.0512313958779592,0.0359789360829944,0.0238623846404091,0.123600425345593,0.14232952659186,0.100967522445525,0.0833827347247491,0.384984729432011,0.241143626607545,0.193182989224132,0.0270729816180962,0.126521442384257,0.124065117070842,0.0522954082424847,0.166693894888174,0.0427075583477997,0.256051214961289,0.323899176612171,0.295663015024999,0.209121007948675,0.3708220887987,0.067406572660626,0.526960739012949,0.139695552357456,0.3663191860966,0.0903108013356752,0.117479553368379,0.181252216277887,0.208419461910031,0.0834988332840355,0.00594234696411512,0.0827105457692516,0.0276399288808011,0.101845261554208,0.0419881919063291,0.194619042413642,0.0576039589714074,0.0850463403041825,0.192883425873416,0.00456765992665718,0.102367070582229,0.207197396699889,0.0641547636780924,0.165785636979991,0.283474197258173,0.0828480211146676,0.137992005564261,0.116525423728814,0.287924642600561,0.289498268480129,0.328921018674161,0.0965376850889863,0.20734693877551,0.395910413266703,0.188393064287317,0.148755164166123,0.0992676346643054,0.192561529180337,0.0774628630333982,0.0531541805384394,0.0637489696990657,0.0640864302163324,0.273313497726821,0.238606855271709,0.239684738045566,0.153110190812552,0.0612779769180412,0.114726127452699,0.182636942643254,0.228391181294196,0.119314202878015,0.260241428021061,0.0680262766371398,0.17007382169222,0.0829302486279617,0.0823439807258879,0.207007233376115,0.245635034110871,0.173307558503933,0.111625065682359,0.255082056294127,0.116029321898859,0.122703531904014,0.104085423478421,0.251506296461988,0.0604319214014274,0.163742991618069,0.230330348711133,0.0705843064474628,0.340906334928776,0.23154677068487,0.111700190053849,0.0502625521507697,0.22274931701222,0.205470355849185,0.0809922453720438,0.0999173123734136,0.188760902032296,0.0412915820951023,0.212027954444205,0.169976361631468,0.0954339093437284,0.106462103330711,0.154182538570318,0.139213775651188,0.33628810191882,0.289523357245819,0.414799029874891,0.177672172613345
"CAZy: Amorphous Cellulose",0.162660854024324,0.45257614213198,0.45516750787575,0.273096076516471,0.154659488099151,0.093482984528419,0.612866046356903,0.465664760708539,0.321171794643877,0.360980397469825,0.51714294730742,0.512421916566497,0.687091922727862,0.283494749124854,0.267358702855998,0.241387285102309,0.182652069530179,0.316594289369764,0.288731384313819,0.0544921809968813,0.482861917825497,0.421024695656144,0.314501626321386,0.112392935396056,0.439650165126043,0.572033069242742,0.252869259353814,0.416217245530158,0.40689276771863,0.501225377149396,0.272371364653244,0.312980856410124,0.312678501691502,0.409187074218686,0.186616516491692,0.472044094623287,0.265084740925372,0.403344315392162,0.221243703541476,0.488699678528343,0.631584199999168,0.605832036462704,0.278859991776316,0.40229948073715,0.286832307047931,0.274740369750977,0.555285919119348,0.266297865450522,0.450291326863576,0.458264799628384,0.275697311721328,0.639518042086597,0.663355940777516,0.161549274811054,0.417170419763883,0.476140311208863,0.389763545627376,0.264885325033301,0.185894649721646,0.427669857987706,0.390542918365848,0.423340891662115,0.173856524837285,0.298419159927712,0.595731165036209,0.315799764803812,0.59345919051046,0.346743165541462,0.518995916040337,0.341545318440974,0.306029276368582,0.406945936269245,0.465799316797259,0.431298943821336,0.5046035823005,0.416929988479979,0.447666921345673,0.550907792516933,0.378366778867082,0.237784809761777,0.578935203020264,0.249202503579315,0.413009340998028,0.354609591597022,0.490336865128453,0.56399956051804,0.263474505954259,0.44409714656388,0.37130819370755,0.617184711258375,0.407648278265974,0.499431588424241,0.164378096301083,0.391180418056423,0.684007150073832,0.274355367812502,0.164189713632093,0.468080761132121,0.328396263288544,0.389296644163607,0.435736515458973,0.464053958630094,0.392525445638123,0.21765388971911,0.187512922706175,0.504448798964916,0.448331642824665,0.499181543953006,0.37375794451855,0.307932638211687,0.657206208425721,0.57923320385556,0.367892162053411,0.179595841276118,0.446230884528818,0.404138097627144,0.468682184614623,0.584144187415751,0.324247501236741,0.25620951808125,0.381635277929637,0.646320482559664,0.165470169314461,0.296909495484228,0.267417086390491,0.499049016997772,0.425431970828133,0.307414139533865
"CAZy: Arabinan",0.378628379579707,0.664060913705584,0.390583373351373,0.433365546679178,0.282150380356452,0.846938358738094,0.251967086403084,0.675378574888576,0.554431054843748,0.441157786669316,0.810172447922793,0.52410733639427,0.792972902891223,0.625915985997666,0.531727316163438,0.589593479318996,0.674457821701333,0.590861187315725,0.744938206678938,0.836883053462226,0.840727777252231,0.67256425036955,0.682022893601051,0.107866896841733,0.755685369887869,0.749486760913814,0.340593235563876,0.593265370429563,0.465841138805101,0.785500410121142,0.657741819284875,0.575499313524855,0.674598768191293,0.629596804495924,0.668427433799014,0.675087395714929,0.379452882333075,0.521618518407444,0.322051453821676,0.700762885016353,0.59488275581023,0.375661219193932,0.666315446820175,0.366755821148017,0.539812237209615,0.479104207503603,0.552214736128028,0.490725099171547,0.631174556671409,0.481645626940977,0.633485386654166,0.797848783499603,0.666579413304471,0.342451254403228,0.652104285089637,0.621631482661514,0.771674984157161,0.418255674399588,0.954432712253041,0.763830301727612,0.679636329959986,0.640651119680895,0.32658920760995,0.159049670506197,0.726947840377703,0.323238333067969,0.764945281286448,0.475341879379097,0.426261525826035,0.429189816321607,0.608363108059026,0.513223057644111,0.294131957467082,0.67601139471112,0.596753370297891,0.87634486618711,0.660802135155037,0.648440650691197,0.55860172531131,0.471480117353438,0.693347943829491,0.420699056705021,0.453081636808386,0.501709296821584,0.639015878138128,0.720732103699431,0.297248419404224,0.512819549531273,0.437498777663227,0.692988073212003,0.466101928121961,0.742437074168174,0.459601225792555,0.651957397047294,0.686226781689594,0.269226122221944,0.494787368765064,0.60134578412524,0.313639410968372,0.531647050388489,0.678750905673318,0.618789339761618,0.547447832368372,0.484513463863163,0.638192746173097,0.693375086725796,0.572667098037844,0.749826180739184,0.593340514013025,0.44090090765884,0.746879949318974,0.731423536181844,0.52348630847752,0.327132054778168,0.812317761423497,0.731297731200178,0.435033376515145,0.864768131885158,0.599468133081521,0.632551100590798,0.498318979291621,0.647469184369263,0.339797816365791,0.541348768888437,0.388598180519005,0.406358754440119,0.480584118458406,0.319943498803729
"CAZy: Mixed-Linkage glucans",0.213404482784896,0.218229695431472,0.0894577539020079,0.16219717117526,0.115388729934276,0.511914097600026,0.0274149520091579,0.313777180593792,0.218493733412909,0.2566483316323,0.45214577314678,0.416334955760932,0.206920783093479,0.132243290548425,0.330874986513771,0.32445282267932,0.307693673144257,0.438212752346624,0.518714292544164,0.797558295690392,0.416790170172064,0.304654905743295,0.426905454431726,0.0148175198636655,0.513461783139995,0.376359755046973,0.114407284486427,0.15484796757367,0.0639477722724019,0.368869686188765,0.282962215144276,0.178912815806322,0.0439696423614215,0.20005799611181,0.549742360364829,0.223992536513179,0.155425750015459,0.404261153073334,0.0506653955657473,0.0799355662015439,0.587884281918322,0.179136339608832,0.236051860608553,0.08686883718016,0.0181514829650508,0.24932789398059,0.406577141888038,0.0792319939552581,0.369179918400308,0.00521489150980604,0.214972143591223,0.668870959505694,0.581166214713858,0.136965617609605,0.180257979886314,0.343665851302185,0.545039871144909,0.157775345211875,0.814849709673809,0.467455391660771,0.165465397376901,0.227442250506187,0.131271932570669,0.0409758857998211,0.499379100905324,0.0581342405984374,0.537037496587835,0.0461922034229241,0.0959321278078987,0.15296960136007,0.403707270101107,0.218852846401719,0.0318312671687632,0.297122036747563,0.193234942378778,0.581248722876866,0.105941857128535,0.157654316858835,0.23295074830933,0.120794498913501,0.380263845014596,0.216407532659105,0.292399177746725,0.260744777566011,0.348509295613044,0.527035007484927,0.0392899297642838,0.215090927761206,0.249602565929353,0.331552171863462,0.204305710983507,0.335858759260531,0.125161546143453,0.217114267869719,0.546253205875495,0.121907349866982,0.259038359410107,0.15986380185776,0.121590664951376,0.202123765570696,0.336840856760513,0.205412907702984,0.0900509455892417,0.0964124920282889,0.421219618272172,0.369714414296162,0.34482879227729,0.534087736298389,0.421499953634684,0.198570999924987,0.541095185302502,0.509620917853546,0.414494165484233,0.185807067741538,0.550168924617691,0.488656000891911,0.500136146477107,0.670252242760416,0.210677788679926,0.236186429442219,0.242946447671793,0.554985575662208,0.00789879352298931,0.113788740383077,0.086092037156451,0.299126726579795,0.0961343384880352,0.0843439127078417
"CAZy: Sulf-Polysachharides",0.00679321786556263,0.0597715736040609,0.0115291806231656,0.0304785849246641,0.00719088622761479,0.0938750837295169,0.0049389963505435,0.0109270064286531,0.217173115262028,0.0730330482220436,0.245179577070824,0.192437483989201,0.0330947750551018,0.0269253208868145,0.112529091721768,0.00256277177347572,0.0656693633204787,0.0771218029943287,0.0873174288241341,0.00409762377776051,0.189137297357901,0.252435606946973,0.036600050040658,0.00429918332116061,0.107190865791526,0.192423043339865,0.00933821235072192,0.0105186081886458,0.00141487231334408,0.3895203452497,0.100367800401926,0.0525717838361933,0.00156211035462728,0.0821829409746614,0.0593590697418093,0.12589272310035,0.00453790866150721,0.0130713633890434,0.00423070481687129,0.00678507423136197,0.312702458822111,0.0637487385545776,0.0346701103344298,0.0510432249120856,0.00143008879046422,0.0102216805157937,0.158609950509551,0.0286288690395877,0.167171382828382,1.7529047091785e-05,0.0250685141445648,0.524610863782594,1.17644982735599e-05,0.0369341955116014,0.0208816134674246,0.0358023803161422,0.289650005280946,0.0197248855888055,0.0114334644204017,0.192261419645283,0.0206807795849154,0.0121016015933178,0.0286640250683506,0.00891549989960023,0.351547739558444,0.0430559861899056,0.0539680373228776,0.00288873368829212,0.00843322147366876,0.0132599181354173,0.0320553429794998,0.150774078052273,0.00337039927827841,0.0991332260800444,0.0444050337029789,0.236175234620476,0.0368846649818671,0.0271678722696879,0.0102083984770173,0.02777633679745,0.0617692968413363,0.0273466489166151,0.0826715979549657,0.124374197006163,0.0629358719231252,0.0259660591744148,0.0122415828162068,0.0568483218249168,0.105900464068887,0.0452547624043227,0.00928287071859693,0.0961492976874423,0.0539319352248918,0.0692264760208895,4.35221885443382e-05,0.023763224904881,0.0241349728338576,0.0167888506257086,0.0319727486158171,0.0243659457888838,0.0425028298262396,0.085883949985999,0.0225942058897012,0.00623459199116687,0.122831659025931,0.0364529618031465,0.136642649784897,0.0935777204767301,0.0141021891562226,0.0406871202460431,0.458576179917643,0.416109192921882,0.0505093288718524,0.00914710347940596,0.30540896143892,0.173202705464816,0.159179985642735,0.205078942067833,0.0924234928842984,0.0176560180828669,0.0766270775065432,0.44556517178075,0.00062425948810722,0.00727759275149435,0.00362284110911658,0.109786370602753,0.0203536529297146,0.0146125671362325
"CAZy: Xyloglucan",0.307528187697857,0.537220812182741,0.312718563256067,0.273205720886232,0.237233113476736,0.554530379519352,0.226497206649251,0.63243974811169,0.477931708803698,0.375166716342868,0.7447392051502,0.463059392673459,0.69627900946454,0.266117269544924,0.481820563801421,0.547061686696445,0.446057308701035,0.528112326284236,0.599484856453039,0.836834219376034,0.631994590371281,0.462417172241786,0.519523675486332,0.0476202332735763,0.600306465085661,0.712139309003513,0.242908877731446,0.427799049244769,0.391081291098838,0.646542890693367,0.335466196488833,0.346668097594191,0.309375485218766,0.468780121220042,0.586726736656471,0.480867308640916,0.255683088441652,0.464311879045975,0.21830900635121,0.552031686924262,0.511400069028323,0.269258066781752,0.359593441611842,0.227804058552173,0.276307964298689,0.390329522733863,0.4755060822374,0.229249534500904,0.573888098558155,0.456108726836095,0.319879919946631,0.716765004897569,0.608962783009712,0.157533861445086,0.410431241801487,0.466065592304056,0.696715251373046,0.271957057884811,0.907530262373674,0.56508772401193,0.395154259582744,0.415035005544613,0.229822034984779,0.0985213851517862,0.606194236908865,0.273648809074886,0.711650370995359,0.157808968091258,0.322615879180273,0.327929300858085,0.501178318931657,0.3216813462227,0.149108491378873,0.546683705487033,0.541928272450533,0.650990751407427,0.461526760310178,0.550095313787941,0.388746850111281,0.285766572714749,0.631430259136554,0.325193579839838,0.357247850231642,0.374422407942157,0.507523739519652,0.608004980795554,0.245377999041709,0.433725796635385,0.346688235672118,0.655886143726379,0.329601533691684,0.645482844651972,0.180633065068828,0.502023175155808,0.683522188544338,0.218617565728433,0.316818497487642,0.491253459531405,0.29371080089768,0.354179795547941,0.605920589532092,0.508102316860854,0.421376508543434,0.272185153104446,0.502014159721083,0.614698381743517,0.494390717358609,0.689041448366099,0.585322880926736,0.339869477158503,0.671547355083941,0.614336066752985,0.437948707088248,0.287201143014888,0.754348423289909,0.694497091996953,0.395167212627792,0.801227126942564,0.365976915991812,0.442163605966829,0.387709665406891,0.587359034880671,0.125734141898004,0.284832531014122,0.266216734345318,0.345018551963486,0.310938720106256,0.285465176757861
"Methanogenesis and methanotrophy: Key functional gene",0.000290939990163458,0,0.1513718051158,0,0,0,0,0,0,0,0,0.0242600547815634,0.000321535070659925,0,0,0.000172106394021454,0,0.000278847376169211,0,0,0,0,0,0,0,0,0,0.000108813188158405,0,0,0,0,0,0,0,0,0,0.0165844797374588,0,0,0.00181303304626977,0,0,0.00756573021827837,0,0,0,0,0,0,0.00357896255161098,0,0,0,0,0.00200929104400913,0,0,0,4.17946628215577e-05,0,0.000700662595099775,0,0,0,0.000363129505948341,0,0,0,0,0.00623368725134936,0.0028843537414966,0,0,0,0,0,0,0,0,0,0,0,1.50267852446987e-05,0,0,0,0.00926934703824201,0,0,0,0,0,0,0,0,0,0.000281692124592427,0,0,0.0179922801824497,0,0,0,0.000442045673299728,0,0.0468110594242944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586039519447594,0,0,0,0,0
"Methanogenesis and methanotrophy: acetate => methane, pt 1",0.097945178593282,0.0288895939086294,0.00348704909964392,0.00533942582048412,0.00173110325739171,0.0184041562515316,0.101993014177111,0.0047320339713303,0.314042996279412,0.21124428347348,0.00026967401002384,0.0130106213175163,0.0240010372099054,0.0384830805134189,0.00294385105038455,0.00108104328744726,0.0914702606272272,0.325275464301385,0.00905385700284464,0.0225213926593489,0.00470889961004425,0.00252835120681685,0.00953118158503784,0.735376137042693,0.0154781463840992,0.0127645408006822,0.00626707892472508,0.00617968231082941,0.0581545942965049,0.00133632177431619,0.0091902703522542,0.00706828854900248,0.00717065114593969,0.0202006175360638,0.021305557851809,0.00462821970103159,0.000304429931170295,0.00152520660979988,0.00651353335995774,0.030864068394664,0.0016550164046224,0.000654288175127438,0.00423177083333333,3.13280754380057e-05,0.00463274718205401,0.0109259473260755,0.00442176346340636,0.0458698761367623,0.00116906348155556,0.932916336779739,0.000148747813857887,0.0139035248569028,0.0858484850267348,0.0124266128632146,0.0299901617839965,0.00640300931159942,0.0159220532319392,0.311873705867613,0.0018322692811206,0.00540345283621567,0.0393241383274627,0.0131967317124304,0.307266184261918,0.0237472846424855,0.00281146388744308,0.00615644177777033,0.040387621907338,0.00412032552073555,0.00475850448614643,0.00578374425167424,0.0296860350201454,0.00140350877192982,0.0156964309245537,0.00432055802136698,0.0583720645792564,0.00058044320985095,0.00423158964643409,0.0014164278084124,0.00908639432008388,0.305533940850639,0.0157890381328242,0,0.00111567608576202,0,0.000507956996958234,0,0.511794575138192,0.0111302291915557,0.0095607689965104,0.000926458286215663,0.000201801537360803,0,0.000846893418708023,0.0656452234462414,0.276412528172845,0.000615509470867025,0.0643653744025491,0.145117219135346,0.00106644854515193,0.102482632141011,0.000453803570093313,0.0131122393074984,0,0.00526370896353478,0.00741495968115673,0.00135010969641283,0.000419712496939596,0.000197086405965149,0.0024751945559986,0.000802640462080864,0.000673107380424454,0.00586246583225435,0,0.023785453419532,0.00829923514017611,0.00119850604827471,0.00581716765819808,0.0559489316868347,0.0036623929638325,0.0372005186859525,0.0550788481904928,0.00546026750590087,0.421610844279108,0.00340319085501534,0.0168179996165845,0.00342497787435512,0.000622748314809004,0.358881144915714
"Methanogenesis and methanotrophy: acetate => methane, pt 2",0.795132065974105,0.915723350253807,0.840032120703707,0.954778072145995,0.945861204419954,0.982984528419023,0.993245081060984,0.999849081221079,0.980764688702366,0.972747334796523,0.933866752350323,0.84170985476974,0.953890833657461,0.873068844807468,0.996131378986144,0.704369619994461,0.968984783062115,0.981887222639126,0.893992183204647,0.243173771656252,0.857142356622066,0.997363209350905,0.850401889034841,0.986928158820795,0.948653268499925,0.908028723867151,0.79653930161972,0.944237774951658,0.994167829480034,0.849035529704488,0.967059113487279,0.864962382642355,0.818903417351659,0.984835242031661,0.984227494420104,0.8538421944367,0.920334492386873,0.77393738941181,0.977045463329167,0.995885720661353,0.94449041712235,0.962945849336286,0.811026589912281,0.947433447419742,0.904038265288413,0.795468272017059,0.920750528052297,0.961499851579999,0.981586076406984,0.98533987361557,0.986472963957954,0.905920255509185,0.951447915625018,0.677931764433493,0.905498469610844,0.955006783284343,0.985196847275032,0.974519604869235,0.992020259068302,0.953607924268071,0.994092118247052,0.964028975432673,0.956416609273024,0.984604151074278,0.974643546542842,0.94585459735921,0.965779090254858,0.902498979931562,0.928453090911143,0.893935971021928,0.952706754850535,0.943785177228786,0.958878594670208,0.96741705935823,0.978589095455534,0.799338413198568,0.89620850950552,0.956084836156681,0.876766543430144,0.996639633875718,0.95260720308875,0.951524548275649,0.91235527589275,0.959287429843697,0.942627751184735,0.934375271815015,0.992920917622036,0.907471830051118,0.869965718692114,0.964663791012809,0.949040525417821,0.96877932660395,0.846308425855216,0.924494704530052,1,0.99565495906862,0.824020589076351,0.987929492461215,0.91458834309617,0.973041611163731,0.936722764695114,0.995550117486638,0.812305152130699,0.994041443379434,0.821513364751848,0.96654259408577,0.94631614843832,0.939943392404509,0.697230920672511,0.896256844947866,0.946305828318024,0.967936268162854,0.95948664732417,0.83093899568385,0.983782272795184,0.989552557741977,0.990548133968133,0.97229280612324,0.980786102585267,0.858952344919691,0.975866194449066,0.91085234723315,0.974685640757774,0.96561032010355,0.931954634970983,0.833207415029129,0.952994665284943,0.992992099687382
